id,regija,podregija,barva,alkohol,zamasek,opis,popularnost
118578,Burgundy,Chassagne Montrachet,Red,13.1,Cork,,1879
117593,California,Lodi,Red,14.9,Cork,"Our Federalist Dry Creek Zinfandel is hand-crafted to bring out the true individuality of this hearty, decidedly American grape.  Our vineyard in the Southern edge of Dry Creek is just a mile from the Russian River with cool and foggy conditions until mid morning, keeping the fruit from over-ripening and allowing for a longer growing season.  This produces more mature fruit, and results in rich, full-bodied flavor characteristics. Aromas of red fruits (plum, cherry) and cinnamon spice, a good density, firm tannin structure, and a long smooth finish"" - Winery",1480
119267,Rhone,Chateauneuf du Pape,Red,,Cork,,1195
119659,Champagne,Champagne,White,13.5,Cork,"100% Pinot Noir from the 1.5 hectare lieu-dit of Côte de Bachelin. Spends a full three years on the lees, and thus, is always bottled as a vintage cuvée. 150 cases produced annually.""
-Importer",1896
120132,Umbria,Orvieto,White,12.5,Cork,"The vineyards are located in Umbria, on the border between Tuscany and Northern Lazio, one hour from Rome, at an altitude of about 480 metres a.s.l.""
-WInery",1746
120328,Veneto,Veneto IGT,White,12.0,Screwtop,A light and everyday Pinot Grigio that is made to be easy drinking.  Citrus and orchard fruit notes are there.  It is best when chilled down. ,1316
117806,Rhone,Chateauneuf du Pape,Red,14.0,Cork,"Dark red colour with purple highlights. Rich diversity of black fruit mixed with spicy notes (black pepper).  Explosive fruit on the palate followed by strong and a well balanced finish. Long aftertaste."" - Winery",1603
119201,California,Napa,Red,,Cork,"A testament in resiliency, 2017 Continuum bears the hallmarks of the elevation and terroir at
Sage Mountain Vineyard, showcasing exquisite vibrancy, many layers of flavor, ferrous minerality and fragrant wild
herb notes. The vintage shows freshness, hinting at rose petal on the nose and a brambleberry fruit profile on the
palate. Cacao, black cherry and red plum give a plush, silky mid palate tying in seamlessly with fine tannins of
crushed stone and subtle undertones of tapenade. The layered, bright and persistent finish indicates a long life
ahead."" - Winery
",1253
119908,Loire,Loire,Red,13.5,Cork,"Domaine du Salvard has been a working domaine since 1898, through five hardworking generations of the Delaille family. Today, all forty-two hectares of vineyards are farmed by the capable brother team of Emmanuel and Thierry Delaille, with help from their father Gilbert. To our delight, they have carried on the traditions established by their ancestors, producing a true, classic Cheverny that is both simple and elegant. The Delaille brothers have focused their attention on growing fresh, lively Sauvignon Blanc, deeply rooted in the sand, clay, and limestone plains of northeastern Touraine. Pinot Noir, Gamay, and Cot constitute their red grape holdings, creating youthful reds with great aromatics. Gilbert and his sons have also made their own contributions to the heritage of the domaine, including the introduction of sustainable farming practices into the vineyards, as well as temperature-controlled vinification equipment to the winery."" -Importer",1496
110926,Portugal,Dao,White,12.5,Cork,"Pedominant in floral notes with higlights in orange and lemon flowers and nuances of red fruits and candied fruit. Fruity, crispy freshness, distinct mouth volume and long persistence. It goes well with salads, sea food, baked fish, grilled or roasted meat, pasta and soft cheeses. ",1880
116998,California,Napa,Red,14.5,Cork,"Bright ruby in color, the 2018 Carneros Pinot Noir is lively and fresh with a beautiful exploration of rose petal, pomegranate, and cranberry. It shows a wealth of flavor and texture with a full-bodied figure of ripeness and structured acidity. ",1183
19157,Champagne,Champagne,Rose,12.0,Cork,"A distinctive rose Champagne that smells like potpourri or Christmas punch with its cinnamon and clove accents. There's depth and intensity to the berry and whole-grain bread notes, matched to a raw silk texture and vibrant structure. Excellent length. Drink now through 2010. 9,500 cases imported.",1479
115648,California,Santa Barbara,Red,14.4,Cork,,1029
117494,California,Sonoma,Red,12.9,Cork,"A classic juicy PInot Noir that is reminiscent to Red Burgundy.  Red fruit upfront with a long savory finish.  With only 12.9% alcohol, both the expression of the grape and terroir are stronger than ever! ",1300
114310,Oregon,Oregon,Red,13.5,Screwtop,"The Stringtown is pure and elegant yet juicy and approachable, featuring the nuanced minerality and medium body that make Oregon Pinot Noir so unique and so appealing."" -Importer",1750
117400,Israel,Judean Hills,Red,,Cork,"Dark and robust purple color with pronounced fresh fruit aroma, with depth, body and tannins, and fresh wild berry flavors.",1245
118685,California,Sonoma,Red,14.5,Cork,"“Les Pommiers” Pinot Noir draws its name from the apple orchards emblematic of the Russian River Valley’s agricultural history. At once elegant and intense, “Les Pommiers” is the consummate blend of fruit from our vineyards located primarily in the Green Valley and upper Middle Reach areas of the Russian River Valley AVA. The nose instantly fills with luscious aromas of juicy ripe red cherry, raspberry, star jasmine, with a light spice and mineral earthiness that while subdued, is still stark.  Upon entry, the palate is silky and layered with flavors that are reflective of this wine’s aromatics—bright red fruit, rose petal and a touch of forest floor."" -Winery",1615
106889,Loire,Bourgueil,Red,13.0,Cork,"Garnet color, nose of ripe red fruits. Fleshy mouth.",1838
117427,Armenia,Armenia,Red,14.0,Cork,"In the village of Rind, the Areni grape thrives in rich volcanic and limestone soils. Hot summers are tempered by cooler temperatures at these high elevation sites, and water is provided by the melting snow caps atop Mount Ararat.

Our Areni wine expresses the unique characteristics of this ancient variety with the focus and purity that modern winemaking techniques provide.

Aromas of red berries, black cherries, floral notes of violets, and dried red fruits mirror the flavors, which are both intense and elegant on the palate. A ripe and powerful tannic structure and refreshing acidity bring balance to the fruit flavors, culminating in a complex yet harmonious finish."" - Winery",1992
10464,Champagne,Champagne,White,12.0,Cork,"Clicquot&rsquo;s signature brut non-vintage is loved the world over for its crisp, full flavors, consistent quality and celebratory yellow label. This classically-styled, dry Champagne is a blend of two-thirds black grapes (Pinot Noir and Pinot Meunier) for body, balanced with one-third Chardonnay for elegance. It has a fine persistent sparkle and golden Champagne color. Its complex nose of apple, citrus and caramel is followed by full flavors with elegance, crispness and a slightly spicy finish."" - Cliquot.com

",1091
112766,Languedoc,Languedoc,Red,15.5,Cork,"This Rivesaltes 1979 was bottled exclusively for Martine’s Wines in celebration of their 40th Anniversary by Phillipe Gayral in December 2018.
It was aged for the first 3 years in underground concrete tanks and then for 37 years in foudres, (large oak barrels) and was bottled straight from cask. Brilliant with desserts and cheese courses.",1707
117845,California,Napa,Red,14.4,Cork,"Aromas of Linzer cookies and savory herbs. A fresh, clean palate
with flavors of dark cherry cola, black raspberry, and hints of sweet
tobacco. Full-bodied and smooth with a lingering berry finish."" - Winery",1357
118744,Bordeaux,Medoc,Red,13.0,Cork,"This family property was created in the 19th century by M. Darquier and his wife, Madame Lestage.  Six generations later, the estate is much smaller in size due to the heavy tax burden of inheritance, and it is now Francois and Brigitte Bernard who farm their 8ha of vines planted in the district of Grand Poujeaux in Moulis en Medoc. A small hill district made famous by Chateau Chasse-Spleen, the terrior here is considered to be among the finest in the Medoc, as its fine gravel over Garrone clay is very draining.  Chateau Lestage Darquier makes just one wine and concentrates every effort towards creating a balanced and very elegant wine that is classic of their small sub-climate and terroir. Since 2004, the couple has practiced La ""Protection Raisonnee du Vignoble"" in collaboration with the Chamber of Agriculture of the Gironde.  Certified ""Terra Vitis"", this husband and wife team applies sustainable winemaking practices that engage the whole environment, while operating under complete transparency in regards to their growing and winemaking decisions. Initially founded in 1932 by the Bordeaux Chamber of Commerce and Chamber of Agriculture, in reaction to the 1855 Classification of Crus Classés, the classification Cru Bourgeois underwent a number of transformations until arriving at its current state in 2010.  Awarded annually to individual wines, as opposed to the Chateau, the classification is based on an assessment of methodology and on the quality of the end product.  Each annual list is published two years after the vintage."" -Importer",1642
116492,South Island,Marlborough,Red,13.0,Screwtop,"Mildly fruity on the nose. Notes of raspberries and hints of bitter chocolate. Notes acidity and mild tannins on the finish. Pairs well with meaty and oily fish such as salmon, tuna and mackerel."" - Importer",1212
117639,California,Central Coast,Red,12.0,Cork,"This wine includes a vibrant purple color, a soft texture, and perceived sweetness on ones palate, with fresh berry, cherry, and floral aromas .",1005
120202,Aragon,Aragon,Red,14.0,Cork,"Very similar to the great Garnachas of Rioja, this is a classic full bodied red wine from Spain.  Little more spice and richness than some of the relative styles, but this wine is absolutely stunning for the price. ",1455
110452,Israel,Upper Gallilee,Red,14.3,Cork,"The Shiloh Exclusive Edition Mosaic blend offers black fruit aromas, with a bouquet of cacao, coffee and vanilla and soft tones of spice in the background. The palate echoes scents of black fruit, prunes and cherry and the balanced acidity leaves a refreshing sensation. It's body is full and opulent with a finish that is balanced and prolonged.It pairs best with red meat and meat stews. Aging for a few years will further enhance this quality wine.",1906
117851,Alsace,Alsace,White,14.0,Cork,,1843
120215,California,Napa,White,15.2,Cork,,1140
114808,Rhone,Chateauneuf du Pape,White,14.0,Cork,"Laurent’s oldest parcel of Roussanne is located on a distinctly unique soil  – a grey limestone clay with inclusions of flint. This tiny, low yielding plot used to go in its entirety into the Châteauneuf-du-Pape Blanc, but Laurent suspected that it could be a unique expression of this odd terroir. So in 2015 he began segregating a small amount of fruit from this parcel to be elaborated as a limited cuvée of 600 bottles. After pressing Laurent selects a portion of the juice to ferment in a couple of new 228L French oak barrels. The wine ages in the same barrels for 9 months before bottling. - Importer",1510
111827,Burgundy,Volnay,Red,13.5,Cork,"Nothing demonstrates red Burgundy’s magic like great Volnay, with its enveloping aromatic complexity, silky texture and tremendous aging potential. And for a half century, the name “Jacques d’Angerville” was synonomous with the greatest Volnays."" - Imorter",1793
117484,California,Santa Barbara,White,12.8,Cork,,1286
115071,Sardinia,Vermentino di Sardegna,Red,13.0,Cork,"Intense ruby red colour with violet hints, very clear. Very intense, fresh and immediate aroma with notes of ripe red fruits and vegetables. Dry and smooth to the palate, good structure and nose-palate persistence. Cannonau is the main red grape of Sardinia, the DOC Cannonau is one of the most well-known. It's a flower that grows here in the vineyards...that's why we called I Fiori (the flowers) in range with the other classical traditional wine varietals of Sardinia. The Flower on the label is the Acquilegia Nuragus, one of the two hundred endemic species of Sardinia, a symbol of its diversity. It grows in the Gorroppu Canyon (Gennargentu National Park) and there are only ten plants left and protected. His original color is the one used in the Nuragus label."" - Winery

 ",1951
120134,Catalonia,Catalunya,White,12.5,Cork,"From 80 year old vines planted on 2 hectares of stony white clay soils. The vineyards are not certified but the vineyards are worked biodynamically. The grapes are hand-harvested between the middle of September and October, with vineyard and cellar sorting before being de-stemmed and allowed to macerate for six weeks with partial whole clusters. Fermentation occurs in clay amphorae (2500L) with indigenous yeasts that lasts for six weeks under temperature control. The wine spends about five months on lees with only minimal battonage. Aged in amphorae and used French oak barrels (500-600L) for 5-7 months. Not filtered.""
-Winery",1402
120210,Burgundy,Gevrey Chambertin,Red,13.5,Cork,"Justice is a lieu dit (single vineyard), considered by Robert Parker one of the top Village appellations in all of Gevrey. The wine coming from the great 2015 vintage is made from 50+ year old vines, vinified unfined and unfiltered, and aged for 18 months in 30% new French oak. Only 4 barrels made and 40 cases imported with most going directly to Restaurant Daniel and poured by the glass at Café Boulud. A sought after vineyard not seen at the retail level and one that pleases the palette and provides great drinking pleasure for years. This wine drinks as good or better than many premier crus at double the price.""
-Winery",1052
119365,California,Sonoma,White,,Cork,"Standard Deviation is a small-scale production focused on the purist expression of tiny blocks of Sonoma County’s and Napa Valley’s premier vineyards. This collaboration between Napa Valley’s Josh Peeples and Winemaker Justin Harmon is their opportunity to creatively expand beyond the confines of their other established brands without compromise. Born from a Friulan clone famous for its aromatics, this wine explodes out of the glass with a nose of stunningly defined lemon jolly-rancher, laced with sun-warmed boxwood, and underpinned by a tense minerality.  Once in the mouth, a spectrum of tropical fruits saturate the palate. Pineapple, passionfruit and guava crescendo atop a base of mouthwatering exotic melon fruits, while accents of carmelized orange rinds and the slightest hint of butterscotch echo around the edges, providing a touch of balancing richness. "" -Winery",1547
120131,California,Paso Robles,White,14.5,Cork,"This creamy, layered Chardonnay features aromas of crème brulee, golden apples and toasted marshmallows. The palate reveals tropical fruit and pineapple flavors complemented by a velvety texture and rich, buttery finish.",1117
115076,South Australia,McLaren Vale,Red,14.5,Screwtop,,1814
118644,Loire,Saumur-Champigny,White,13.5,Cork,Les Perruches” is coming from a single vineyard of old Chenin. This is the smallest cuvée  of  the  property and quantities are more than limited. Fermentation  happens in   Amphora(50%) and in used oak barrels (50%,1394
119015,Castille and Leon,Ribera del Duero,White,13.0,Cork,,1681
118135,Trentino-Alto Adige,Alto Adige,Rose,13.0,Cork,"Lagrein is a distinctive indigenous wine. It can be enjoyed as a full-bodied red but also, in the warmer months of the year, as a fruity rosé. Thanks to its fresh and uncomplicated character, the rosé is becoming increasingly popular among wine connoisseurs."" - Rudi Kofler",1044
114578,Niederosterreich-Lower Austria,Carnuntum,White,12.5,Screwtop,"For red wines, Markowitsch is in a class of his own amongst Austrian producers. His vineyards, in Carnuntum are ideally situated on a slope approximately equidistant from the Danube River on one side and the Neusiedlersee on the other. The soils are sandy loam and limestone (perfect for reds) and he does not irrigate. He is equally famous for his rare cuvées of Pinot Noir, Rosenberg blend, and his ultimate “M” cuvée, as he is for his value cuvées, Rubin Carnuntum and Carnuntum Cuvée. We find his Pinot Noir to be stunning. Fermented and aged entirely in stainless steel tanks for a fresh, fruit driven style. Appetizing aromas of ripe, yellow pear dances on the nose. The palate tones this down and brings slight lemon flavors into play, with a touch of spritz and a slender, fresh, clean body.
<br>
-- Importer",1414
119189,Rhone,Cotes du Ventoux,Red,13.5,Screwtop,"Pretty deep red color. The fresh nose is on ripe red fruit with hints of cherries. Well balanced with soft tannins, it is a full and refreshing wine with an excellent length.",1101
112897,Burgenland,Neusiedlersee,Red,11.5,Cork,"The wines from the Weinlaubenhof have long been in a class of their own. Practically no other sweet wines have reached such a high level of recognition worldwide and only a few have come close to the high ratings Kracher wines continuously receive. Around the world, Kracher has become the synonym for noble sweet wines of ultimate perfection. Color: Bright cherry red<br>
Aroma: Ripe strawberries and black heart cherries.<br>
Taste: Red currants and sour cherry compote characters on the palate, over sweet strawberry confiture and a distinctive red wine character. Delicate citrus notes and a fine rum pot fruit on the finish."" - Winery",1551
119271,Savoie,Savoie,White,,Cork,"A deep golden yellow color. The nose develops surprising floral notes for the appellation. But its fresh, mineral and apricot side is a sign of the Bergerons of fine origin. On the palate, it imposes itself with generosity and is reminiscent of the smoothness of ripe apricot. The finish is enhanced by a slight bitterness of fresh almond and minerality."" - Winery",1382
111375,North Island,Auckland,White,13.0,Screwtop,,1678
120329,Tuscany,Toscana IGT,Red,13.5,Cork,"Tucked away in the hills of Suvereto near Bolgheri on the Tuscan Coast – one of the hottest areas in Tuscany – is the 15-acre Montepeloso estate. The winemaker, Fabio Chiarelotto, admits about his wine that it’s “easy to produce concentrated wines in such a hot climate…but it’s much harder to achieve elegance and finesse.” In order to take full advantage of the terroir’s potential, he overhauled the vineyards in 1997 – retraining, pruning, and even regrafting many vines. In the cellar, he does relatively short macerations, employs natural yeasts during fermentation, and bottles without filtration.""
-Importer",1228
112896,Burgenland,Neusiedlersee,White,11.0,Cork,"The wines from the Weinlaubenhof have long been in a class of their own. Practically no other sweet wines have reached such a high level of recognition worldwide and only a few have come close to the high ratings Kracher wines continuously receive. Around the world, Kracher has become the synonym for noble sweet wines of ultimate perfection. Color: Bright yellow with silver reflections.<br>
Aroma: Pronounced honeyed notes over attractive aromas of ripe stone fruit, subtle spices and mineral character.<br>
Taste"" Nuances of juicy yellow fruit with vibrant acidity; highly elegant and balanced with a touch of salt, leading to a lingering mandarin finish."" - Winery",1697
117194,California,California,White,13.5,Cork,"America's #1 selling Chardonnay for 26 years and counting! It's no wonder Vintner's Reserve Chardonnay is our most popular release. Handcrafted in small vineyard lots throughout the entire winemaking process, our grapes are from California’s cool, coastal growing regions. Vintner's Reserve Chardonnay is fruit-forward, divinely complex, approachable and exceptionally food-friendly. Beautifully integrated tropical flavors such as pineapple, mango and papaya, with citrus notes that explode in your mouth. These flavors delicately intertwine with aromas of vanilla and honey to create depth and balance throughout. A hint of toasted oak and butter rounds out the long, lingering finish."" - Winery",1910
116620,New York,Finger Lakes,White,9.7,Cork,"Limpid clear wine with green glint. Beguiling aromas of stone fruit with creamy lees character plus slate minerality. Attack is bright and focused then midpalate creates depth while peach flavors develop. Finish is clean and dry."" - Winery

",1443
40200,Port,Tawny,Red,20.0,Cork,"The pale amber Twenty Year Old is lighter and gloriously smooth. It has a full, nutty bouquet, the classic Graham's richness and a soft lingering aftertaste."" -Winery",1013
119268,Jura,Arbois,Red,,Cork,,1506
116072,South Island,Marlborough,Red,13.5,Screwtop,"*Mevushal*<br>
""Ripe berries with hints of cherry, along with buttery overtones. Goose Bay’s approach to winemaking is rather simple. Goose Bay’s winemakers also don’t believe in building a winery business by constantly talking about how great they are. They are in the business because they love the life...the viticulture, the winemaking, the marketing and the people they work with and meet. They also love doing unusual and challenging things...such as kosher and Compassion wines. They enjoy doing all these things and if they can make the world a little better through the promotion of these wines, then so be it."" --Importer",1156
112113,California,Napa,Rose,13.0,Cork,"The 2012 Brut Rosé has generous aromas of mixed red berries, orange blossom and white peach. Its fruitful nose is complemented by notes of shortcake and cream. The palate bursts with flavors of raspberry sorbet, lemon custard and summer apricot. The wine has a fresh, juicy acidity which drives to a supple, round finish. Keith Hock and Hugh Davies, Winemakers."" - Winery",1855
117666,Coastal Region,Franschhoek Valley,Red,14.5,Screwtop,"The wine is dark & dense on appearance. The brooding nose is intense & shows an abundance of dark fruits. Aromas of blackberry, blueberry, baking spices & heady whiffs of violets create complexity. Dark berry fruit, liquorice, notes of sweet tobacco & allspice follow through onto a vibrant mid-palate with bright, svelte tannins & a silky texture. The wine shows exceptional balance with fresh, integrated acidity. Dark plums, black olives and hints of tar & cigar box linger on an earthy finish."" - Winery",1785
117741,Tuscany,Toscana IGT,Red,13.5,Cork,,1290
118679,Aconcagua,San Antonio,White,13.6,Screwtop,"Cool coastal fog combines with strong sun to make this fresh and aromatic white. Ripe gooseberry, citrus and apple fruit flavors with crisp acidity. This Sauvignon Blanc shows an opulent character, nice fruit expression, length and complexity.
<br>
-- Importer",1784
118433,Spain,Spain,Red,,Cork,"El jefe is the boss of Tempranillo. A big red, 1L bottle of juice, sourced from a single estate and fermented in cement tanks to preserve purity of the fresh tannins and fruit. Senses of berry, white cherry, plum, stone and mocha notes. Serve with Spanish-inspired foods such as grilled meats, beans, sausages, cured ham and/or sheep's milk cheeses, and/or with pizza, pasta and appetizers.",1291
107825,Rhone,Cote Rotie,Red,13.5,Cork,,1911
114454,Washington,Columbia Valley,Red,14.1,Screwtop,"During the economic recession of 2001, and Owen Roe’s first couple vintages as a winery, Washington growers were facing hardship in selling their fruit, come harvest time. At Owen Roe, we wanted to help our farming friends and prevent missing out on such well-tended, beautiful fruit. We were presented with the difficult and costly purchasing of grapes to process, cellar and bottle, waiting several months to recover our costs on the finished wine.  To overcome this obstacle, we decided to bring back the historical business practice of sharecropping, resulting in the aptly named wine, “Sharecropper’s.” This partnership meant that Owen Roe would take the fruit, make the wine and once it was sold, share the profits with our growers. This remains an important part of our history and due to the success of this wine; we are now able to pay our growers upfront. ﻿This bottling of Sharecropper's Merlot shows aromas of cranberry, tart cherry, violet and spice. Dazzling flavors of black cherry, currant, plum and hints of pepper are nicely balanced with bright acidity and firm tannins, finishing with a hint of baking cocoa."" - Winery",1442
120349,La Rioja,Rioja,Red,14.1,Cork,"Very intense shades of dark cardinal, with violet tones. Aromas of fresh red fruit such as raspberry and blackberry and floral violet with subtle eucalyptus, licorice stick and clay minerals. Tones of its aging in French and American oak lightly toasted. A wide, elegant
and soft mouth, with good acidity. Nice long finish feeling.""
-Winery",1012
113815,California,California,White,13.5,Cork,"From the Winemakers' Website"": Woodbridge Chardonnay displays aromas of tropical fruit with a hint of cinnamon & maple, leading to a rich, toasty finish. This vibrant, medium-bodied Chardonnay is lovely to pair with appetizers, including grilled summer vegetables & fresh fruits. Additionally, the wine can be enjoyed with heartier dishes such as lemon-pepper chicken. Best served slightly chilled.",1157
104155,South Australia,Tasmania,Red,12.5,Screwtop,,1854
116089,California,Napa,Red,15.8,Cork,"Outpost was established in 1998 with the vision of producing wines that are a living, breathing embodiment of this magical place. Truly one of the world’s great Cabernet Sauvignon and Zinfandel growing regions, the unique terroir of the Outpost vineyards – the hard, rocky red soil, high altitude, gentle cooling breezes and sunny western exposure – produces fruit of incredible intensity and richness, with a distinctive spice you simply cannot find anywhere else.Sharing this philosophy and intrigued by the potential of the estate’s magnificent vineyards, winemaker Thomas Rivers Brown has crafted the wines from the beginning. Under Thomas’ expert guidance, Outpost grapes are harvested late in the season – by hand, at dawn – to preserve the full intensity and distinctive spicy character of the mountain fruit. The grapes are processed with as little manipulation as possible. Grapes from each block within the vineyard are fermented separately so that our winemaking team can be very selective about the lots that comprise the final blend. Wines are neither fined nor filtered allowing for the full expression of the vintages’ potential. - Winery",1229
114500,Israel,Upper Gallilee,White,13.0,Cork,"Aromas of orange blossoms, apricots and vanilla, and completed with bright acidity, and a long mouth coating finish. Very nice.
",1696
111652,Australia,Australia,White,13.0,Screwtop,,1045
116623,Burgundy,Burgundy,Red,13.0,Cork,"Domaine du Beauregard is located in Saint Sernin du Plain, a few kilometers from Beaune in the sub-region Côte Châlonnaise. The estate was founded in 1810 and as of recently was passed down from Michel and Françoise Dépernon to their son, currently in its sixth generation, Jérôme. While Jérôme assumes the responsibility of the estate his parents remain involved for advice and counsel. With 15 hectares under vine, 2/3 of the production is dedicated to Pinot Noir and 1/3 to Chardonnay and a little Aligoté. They farm sustainably according to lutte raisonnée principles. The average vine age for Pinot Noir is 50 years old and 30 years old for the Chardonnay. The estate produces seven still wines and three crémants, which are estate bottled. Lively and round with dominant jammy red fruits. On the palate the wine is fresh and displays a finesse that can successfully adapt to a wide variety of cuisines",1415
104421,Veneto,Prosecco,White,11.0,Cork,"Light straw in color with bright yellow highlights; Aromas of golden apples, peach and honey; Well-balanced acidity provide a fresh and lively mouthfeel with a clean dry finish.",1803
118776,Oregon,Willamette Valley,Red,13.5,Cork,"Floral and spice focused. Fresh and bright red fruit- red plum and cranberry mingle with notes and cinnamon, tobacco and turned earth."" -Winery",1100
115354,Rhone,Cotes du Rhone,Red,13.5,Cork,"The vines are a massale selection grafted on R140 rootstock. Yields are 60hl/ha. Vineyard is planted at 140m elevation at a density of 5,000 planted per hectare. - Domaine",1550
114702,Israel,Judean Hills,White,13.0,Cork,Kosher. This Chardonnay is full bodied and rich with ripe tropical fruits. ,1395
118837,Burgundy,Burgundy,Red,13.0,Cork,"Son of the late Marc Morey, Michel Morey, and his wife, Fabienne (from the Pillot clan), began the Morey-Coffinet Domaine in the late 1970s with a dowry of vineyards bestowed on them by two families with extensive history in the region. With a stable foundation of 1er Crus from the southeast-facing hillside, the whites speak to the very essence of Chassagne, with fragrant aromas framed by powerful minerality. The reds capture the roasted, muscular aromas of Chassagne terroir and display silky texture and balance. Michel’s son, Thibault, joined the business in the late 1990s, and the domaine’s wines have since reached new heights. Every week, father and son taste each cuvée together in an ancient cellar, exchanging opinions and sharing experiences. Shy, soft-spoken Thibault continues to push the quality of his domaine to a whole different level with his expressive, powerful, wonderfully hedonistic wines. He has also enhanced the domaine’s efforts in the vineyard, gaining biodynamic certification beginning with the 2015 vintage."" -Importer",1680
118129,Rhone,Cotes du Luberon,Rose,,Cork,"Pale rose color as rose petals. Luberon rose is a fully aromatic dry wine with fresh fruit aromas like citrus or tropical fruits and light notes of flower, blackberry bud. Mouth is fresh and lively, with a crunchy palate and lingering aromatic flavors.",1950
118290,Beaujolais,Beaujolais Cru,Red,13.0,Cork,"The origins of the name “Reine de Nuit” or “Queen of the Night” comes from the fact that the vines are picked at night in order to preserve the freshness of the grapes, as their particular rootstock is quite vigorous and pushes ripeness forward. Deep garnet color. Bursting with ripe, black fruity notes, hints of kirsch enhanced by candied orange peel and praline. The notes expressed in the bouquet are reflected on the palate.  Beautiful purity, creamy, fleshy mouth feel, and a good tannic structure with silky tannins.  Pleasant to drink now, but also ages very well."" - Importer",1403
118633,Liguria,Colli di Luni,Rose,13.0,Cork,,1053
117458,South Island,Marlborough,White,13.5,Screwtop,"From the historical Greywacke River Stone soil, our estate flagship wine, Clos Henri Sauvignon Blanc, expresses a distinctive minerality (flintiness) and elegance underlined with excellent fruit purity. It is a wine of complexity and great aging potential which will gradually reveal with age the authenticity of its origins.""
-Winery",1546
115149,Rheinhessen,Rheinhessen,White,12.5,Screwtop,"The Georg Gustav Huff estate has been family-owned for 300 years. The success of the estate is based on the experience and knowledge of the terroir that has been passed down from generation to generation. The 43-acre winery is Located in Nierstein, “the Riesling city.” Huff owns the best vineyards on the “Rother Hang”, including Schloss Schwabsburg. “Rother Hang” means “red slope”, and is called such due to the color of the soil created by red slate. Huff is committed to the highest level of quality wine, and Daniel Huff is one of the most reputable winemakers in Rheinhessen. Huff's Muller Thurgau is an easy to drink wine for every occasion. This wine has a fruity bouquet with a touch of nutmeg. The full-bodied, smooth and lively taste of this wine is a real treat. Like many white wines Muller Thurgau fits very well with fish, especially with freshwater fish. Also great to enjoy as a fine wine by the glass itself.
<br>
-- Importer",1116
114321,Oregon,Willamette Valley,Red,13.0,Cork,"The 2017 Avni Pinot Noir reflects the greater impact of our own Lingua Franca Estate fruit in the wine. The resulting aromas are beautiful expressions of rose petal, wet stone, black plum, red cherry, & savory elements. It has a remarkably delicate tannin structure, but is also layered with seductive fruit. It is vibrant and fresh"". - Winery",1815
106014,Portugal,Douro,Red,13.0,Cork,"Made from Tinta Roriz, Touriga Franca, and Tinta Barroca, the minimalist vinification preserved the grapes characteristics. Its smoothness, structure and harmony make it an excellent companion to your everyday meals.""-Producer",1638
88370,California,Sonoma,Red,16.9,Cork,"WOW!! You are greeted with an explosive nose that's loaded with blackberry, crushed
rock, vanilla, clove, ripe banana peel, dried cherries and pineapple liqueur. This dark
chocolate, chewy, dense, rich, broad and well-balanced wine shows an enormously full
body with an extremely long and spicy-hot finish. In one word.. Striking! "" Winery Tasting Notes
<br><br>
<b>About the Vineyards</b><br>
""Ranging from 1450 – 1600 feet in elevation, our two blocks of Merlot (Clone 3 and 181) cover the lowest portions of our vineyard.  These three acres feature a greater concentration of loam, which is preferable for this finicky variety, but has yet to produce more than five tons of Merlot.  The combination of small yields and tiny berries produces a profoundly intense and inky wine. ",1792
116185,California,Napa,Red,,Cork,"Suisun (su-soon) Valley, which lies to the Southeast of Caymus, is only a 40-minute drive and reminds the Wagner family of Napa Valley 40 years ago. With its warm days and cool nights, the region is known for delicious stone fruits and walnuts – increasingly, it is also gaining recognition for its wine. Durif is synonymous with Petite Sirah, the widely grown grape in the region – they added “Grand” to the name of the Suisun-grown Durif because it has a grand style. With lush textural tannins, this wine is rich, supple and totally enjoyable. - Winery",1268
118662,Mendoza,Mendoza,Red,13.5,Cork,"Breva is spontaneous skin fermented in amphora for 9 months and bottled unfiltered and with no addition of sulphites."" - Winery",1287
118555,Trentino-Alto Adige,Alto Adige,White,13.5,Cork,"An extremely elegant wine is the Pinot Grigio with its multifaceted fruity bouquet. It combines a youthful freshness with balanced acidity and a mild finish."" - Rudi Kofler ""Color: intensive straw yellow Smell: Our Pinot Grigio pairs stimulating fruit - reminiscent of grapefruit, lychee and white melon - with the floral aromatic character of a freshly mown meadow. Taste: With its finely balanced components – from aromas of black tea to exotic fruity nuances of melon and ripe grapefruit – this is a superbly full and at the same time mellow wine."" - Winery",1004
93839,Champagne,Champagne,White,12.5,Cork,,1454
113614,Veneto,Valpolicella,Red,14.5,Cork,"The most loved wine, appreciated even by casual drinkers for its pleasing qualities. An excellent and amazing wine for its intense and clear fruit flavour, that is always there to surprise you. Corvina 50% and Corvinone 20%, Rondinella 25%, Molinara5%. Grapes are colleted during the first ten days of october and they are delicately pressed. then the first fermentation begins, which aims to preserve the fragrance and elegance of these grapes. At the end of february it is then left to ferment on the marcs of Amarone (ripasso technique) for about 8-10 days; this gives it character, softness and complexity. refining is done in wooden barriques for almost 2 years and in bottles for at least 6 months before being sold."" - Winery",1907
